Customer_ID,Age,Income,Credit_Score,Credit_Utilization,Missed_Payments,Delinquent_Account,Loan_Balance,Debt_to_Income_Ratio,Employment_Status,Account_Tenure,Credit_Card_Type,Location,Month_1,Month_2,Month_3,Month_4,Month_5,Month_6,Income_Group,Credit_Score_Band,Utilization_Level,Debt_Burden,Age_Group,Loan_to_Income_Ratio,Missed_Payment_Rate,Financial_Stress_Index,Risk_Score,Risk_Category
CUST0105,42,178165.0,383.0,0.425234521190113,2,0,45776.0,0.176706364600916,Self-employed,15,Gold,New York,Missed,On-time,Missed,On-time,On-time,Late,High,Poor,Moderate,Low,Adult,0.2569303735301546,0.3333333333333333,0.4460912820538179,1.0,Low
CUST0106,62,99076.0,340.0,0.626524259956853,6,0,30443.0,0.199682016907719,retired,14,Standard,New York,Late,Late,Late,Missed,Missed,Missed,Middle,Poor,High,Low,Senior,0.3072691671040413,1.0,0.6883697510343249,2.0,Medium
CUST0107,58,117023.0,339.0,0.509810681854871,0,0,42556.0,0.311995068015874,Employed,7,Gold,Houston,On-time,On-time,Late,Late,Late,On-time,Upper Middle,Poor,High,Moderate,Middle Age,0.3636550079898823,0.0,0.4377241647404135,1.0,Low
CUST0108,46,127816.0,820.0,0.453859917360904,0,0,94000.0,0.259883579438882,Self-employed,18,Gold,Los Angeles,Missed,Missed,Late,On-time,On-time,Missed,Upper Middle,Excellent,Moderate,Moderate,Middle Age,0.735432183764161,0.0,0.1920722378363101,0.0,Low
CUST0109,32,19748.0,354.0,0.237544122932216,6,0,29584.0,0.469949445267134,Employed,7,Standard,Phoenix,Missed,Late,On-time,Late,Missed,Late,Low,Poor,Low,High,Adult,1.4980757545067855,1.0,0.6523279375043829,3.0,High
CUST0110,62,170026.0,523.0,0.187469042946784,5,0,64950.0,0.407800337270747,Employed,17,Standard,Houston,Missed,Missed,On-time,Late,On-time,On-time,High,Poor,Low,High,Senior,0.3820003999388329,0.8333333333333334,0.5057870420240798,2.0,Medium
CUST0111,18,43732.0,474.0,0.233754041457185,5,0,76774.0,0.239111606218966,Self-employed,15,Platinum,Los Angeles,Missed,Missed,On-time,Late,Late,Late,Low,Poor,Low,Moderate,Young Adult,1.7555565718467026,0.8333333333333334,0.497458836161462,2.0,Medium
CUST0112,42,16015.0,332.0,0.555665812244043,5,0,8828.0,0.208318215825948,Self-employed,19,Platinum,Los Angeles,Late,Missed,Late,Late,Late,On-time,Low,Poor,High,Moderate,Adult,0.5512332188573212,0.8333333333333334,0.6347838858053766,2.0,Medium
CUST0113,24,153311.0,475.0,0.484184250478729,0,1,692.0,0.438264193566419,Employed,18,Standard,Houston,Missed,Late,Late,Late,Missed,On-time,High,Poor,Moderate,High,Young Adult,0.0045137009086106,0.0,0.4010666564658324,2.0,Medium
CUST0114,26,107658.0,725.0,0.203943180358507,1,0,77743.0,0.466004248948348,employed,9,Student,Houston,On-time,Late,Late,Late,On-time,On-time,Upper Middle,Good,Low,High,Young Adult,0.7221293354883056,0.1666666666666666,0.2659717058115622,1.0,Low
CUST0115,41,138961.0,826.0,0.629183565158762,0,0,32588.0,0.1,Self-employed,16,Student,Los Angeles,On-time,On-time,Missed,Late,Missed,Late,Upper Middle,Excellent,High,Low,Adult,0.2345118414519181,0.0,0.1932049821987813,0.0,Low
CUST0116,18,121884.0,586.0,0.774861902635819,4,0,45776.0,0.30928576239717,retired,12,Gold,Los Angeles,On-time,Late,Late,Late,Missed,Late,Upper Middle,Fair,Critical,Moderate,Young Adult,0.3755702143021233,0.6666666666666666,0.5577035829249138,1.0,Low
CUST0117,61,19835.0,629.0,0.380301276656732,3,1,55980.0,0.274812169210327,Unemployed,12,Business,Los Angeles,Late,Late,Missed,Missed,Missed,Missed,Low,Fair,Moderate,Moderate,Senior,2.8222838416939755,0.5,0.3892329069213102,0.0,Low
CUST0118,25,84724.0,655.0,0.151803628526325,5,0,22510.0,0.364912014005993,EMP,6,Gold,Houston,Late,Late,On-time,Late,On-time,Late,Middle,Fair,Low,High,Young Adult,0.2656862282234077,0.8333333333333334,0.4261486076027765,1.0,Low
CUST0119,41,125448.0,644.0,0.358174723019617,1,1,82909.0,0.49426681241615,Employed,9,Gold,Los Angeles,On-time,Late,On-time,Missed,Late,Missed,Upper Middle,Fair,Moderate,High,Adult,0.660903322492188,0.1666666666666666,0.3484134141619721,1.0,Low
CUST0120,28,134156.0,584.0,0.670892125358938,2,0,30509.0,0.25159429806722,Employed,1,Business,New York,Late,Missed,Late,Late,On-time,Missed,Upper Middle,Fair,High,Moderate,Young Adult,0.2274143534392796,0.3333333333333333,0.4348640300989637,0.0,Low
CUST0121,68,190333.0,526.0,0.609705971706954,2,0,45776.0,0.1,EMP,3,Standard,Houston,Missed,On-time,Missed,On-time,On-time,Missed,High,Poor,High,Low,Senior,0.2405047994830113,0.3333333333333333,0.4080325535327991,0.0,Low
CUST0122,34,125226.0,354.0,0.315513462797704,3,0,35598.0,0.357900770014926,employed,5,Student,New York,Late,On-time,On-time,Late,Missed,On-time,Upper Middle,Poor,Moderate,High,Adult,0.2842700397680993,0.5,0.518808103657703,1.0,Low
CUST0123,25,80953.0,623.0,0.804234427552948,1,1,71588.0,0.43899640686042,EMP,17,Gold,Chicago,On-time,On-time,Missed,Missed,On-time,Missed,Middle,Fair,Critical,High,Young Adult,0.8843155905278371,0.1666666666666666,0.4556561934518268,2.0,Medium
CUST0124,52,129692.0,522.0,0.769656013185279,0,0,36955.0,0.269624021848022,Self-employed,5,Business,Houston,Late,On-time,On-time,Late,On-time,Late,Upper Middle,Poor,Critical,Moderate,Middle Age,0.2849443296425377,0.0,0.4089109178492343,0.0,Low
CUST0125,52,199402.0,427.0,0.353398787344671,0,1,45776.0,0.229496251986033,EMP,16,Platinum,Chicago,On-time,On-time,Late,On-time,Missed,Missed,High,Poor,Moderate,Moderate,Middle Age,0.2295664035466043,0.0,0.3379964871054032,1.0,Low
CUST0126,50,90880.0,800.0,0.351341999407006,4,1,89537.0,0.25627405946223,Employed,13,Gold,Los Angeles,On-time,On-time,Missed,Late,On-time,Late,Middle,Very Good,Moderate,Moderate,Middle Age,0.9852222711267604,0.6666666666666666,0.3412979541112484,1.0,Low
CUST0127,22,118081.0,623.0,0.381434412524102,4,0,16034.0,0.385020536713123,EMP,10,Student,Los Angeles,Late,On-time,Late,Missed,Late,On-time,Upper Middle,Fair,Moderate,High,Young Adult,0.1357881454255977,0.6666666666666666,0.4614622221577911,1.0,Low
CUST0128,59,115497.0,693.0,0.39853344492229,0,0,89537.0,0.254553905871501,Unemployed,18,Standard,Phoenix,On-time,Late,Late,Missed,Missed,Late,Upper Middle,Good,Moderate,Moderate,Middle Age,0.7752322571149034,0.0,0.2346354740620841,0.0,Low
CUST0129,56,199402.0,777.0,0.690107601585688,2,1,96507.0,0.332876030034284,retired,1,Gold,Los Angeles,Late,Missed,On-time,Missed,Missed,Missed,High,Very Good,High,Moderate,Middle Age,0.4839821064984303,0.3333333333333333,0.3722610594201444,0.0,Low
CUST0130,58,166836.0,781.0,0.585065812095318,5,0,76445.0,0.302780291573994,Self-employed,2,Gold,Chicago,On-time,On-time,Missed,Missed,Late,Missed,High,Very Good,High,Moderate,Middle Age,0.4582044642643074,0.8333333333333334,0.4616584956142977,1.0,Low
CUST0131,45,187627.0,766.0,0.675415753870117,2,0,20052.0,0.292462038757723,EMP,10,Business,Los Angeles,On-time,On-time,On-time,On-time,Missed,Late,High,Very Good,High,Moderate,Adult,0.1068716122946057,0.3333333333333333,0.3634845996721114,0.0,Low
CUST0132,24,73141.0,717.0,0.63471302863734,4,0,36913.0,0.370129232675223,Employed,5,Platinum,Houston,Late,Late,Missed,Late,Missed,On-time,Middle,Good,High,High,Young Adult,0.504682736085096,0.6666666666666666,0.4783317774493528,1.0,Low
CUST0133,26,180983.0,427.0,0.842905413638746,3,0,77209.0,0.25214201001358,retired,13,Platinum,Los Angeles,Missed,Late,Missed,Late,Missed,Late,High,Poor,Critical,Moderate,Young Adult,0.4266091290342186,0.5,0.5910345831858088,2.0,Medium
CUST0134,25,168772.0,388.0,0.288122891238171,0,1,94363.0,0.256941343981772,Self-employed,18,Standard,Phoenix,Missed,On-time,On-time,Missed,Missed,Missed,High,Poor,Low,Moderate,Young Adult,0.5591152560851326,0.0,0.3462660588049857,1.0,Low
CUST0135,29,16252.0,441.0,0.576071706076783,4,0,96056.0,0.379760284999975,Employed,15,Student,Los Angeles,Late,On-time,Late,On-time,Missed,Late,Low,Poor,High,High,Young Adult,5.91041102633522,0.6666666666666666,0.5915337553449471,2.0,Medium
CUST0136,51,118333.0,346.0,0.0652357487530604,4,0,20081.0,0.201307467583134,employed,6,Standard,Chicago,On-time,On-time,Missed,Missed,Missed,Late,Upper Middle,Poor,Low,Moderate,Middle Age,0.1696990695748438,0.6666666666666666,0.4623933798416243,2.0,Medium
CUST0137,50,192247.0,387.0,0.236608885180628,5,0,28730.0,0.211977980917767,Unemployed,7,Gold,Chicago,Missed,Missed,On-time,Missed,On-time,On-time,High,Poor,Low,Moderate,Middle Age,0.1494431642626413,0.8333333333333334,0.5309345953124776,2.0,Medium
CUST0138,65,199294.0,505.0,0.48502932281303,0,0,85107.0,0.17396857086564,employed,18,Gold,Los Angeles,Late,Late,Missed,Missed,On-time,On-time,High,Poor,Moderate,Low,Senior,0.4270424598833883,0.0,0.3215676552378493,0.0,Low
CUST0139,72,138961.0,402.0,0.583641322550907,5,1,42556.0,0.384901091327655,Unemployed,19,Platinum,Chicago,Missed,On-time,On-time,Late,Late,On-time,Upper Middle,Poor,High,High,Senior,0.3062441980123919,0.8333333333333334,0.6541053004393375,2.0,Medium
CUST0140,40,129548.0,794.0,0.479636851594086,0,0,16693.0,0.289476303191873,EMP,15,Student,Chicago,On-time,On-time,On-time,Late,Late,On-time,Upper Middle,Very Good,Moderate,Moderate,Adult,0.1288557137122919,0.0,0.2177328341510352,0.0,Low
CUST0141,41,58088.0,567.0,0.386561516237464,5,0,10951.0,0.168638485392093,Self-employed,6,Business,Phoenix,On-time,Late,Missed,On-time,Missed,On-time,Middle,Poor,Moderate,Low,Adult,0.1885243079465638,0.8333333333333334,0.4757696973770862,1.0,Low
CUST0142,54,30485.0,617.0,0.422116424501392,2,0,76861.0,0.385380856230906,EMP,8,Student,Houston,Late,On-time,Missed,Late,Missed,Late,Low,Fair,Moderate,High,Middle Age,2.5212727570936524,0.3333333333333333,0.3911167444254987,0.0,Low
CUST0143,52,178165.0,823.0,0.77388819528482,3,0,19977.0,0.244445783842456,Unemployed,12,Gold,Phoenix,On-time,Late,On-time,Missed,On-time,Late,High,Excellent,Critical,Moderate,Middle Age,0.1121263996856846,0.5,0.3918562220545463,0.0,Low
CUST0144,61,77292.0,414.0,0.423193564423971,3,1,60348.0,0.212832192116311,Unemployed,0,Business,New York,On-time,Late,Missed,On-time,On-time,On-time,Middle,Poor,Moderate,Moderate,Senior,0.7807793820835274,0.5,0.4821882573168887,1.0,Low
CUST0145,57,107658.0,694.0,0.849848324408705,0,0,3494.0,0.280432144112304,Unemployed,7,Student,Phoenix,On-time,Missed,On-time,Missed,Late,On-time,Upper Middle,Good,Critical,Moderate,Middle Age,0.0324546248304817,0.0,0.3534792080393432,1.0,Low
CUST0146,39,41790.0,681.0,0.658803414708226,1,0,17913.0,0.447872360946789,retired,3,Student,Los Angeles,Missed,Late,On-time,Late,Late,Missed,Low,Good,High,High,Adult,0.428643216080402,0.1666666666666666,0.3951537923986022,1.0,Low
CUST0147,44,31364.0,757.0,0.591507469229646,6,0,10942.0,0.260503780350342,Employed,2,Business,Houston,Late,On-time,Late,Missed,Late,On-time,Low,Very Good,High,Moderate,Adult,0.3488713174340007,1.0,0.5052755396677243,1.0,Low
CUST0148,52,129692.0,826.0,0.2612806179358,4,1,5539.0,0.357533886411558,Self-employed,2,Gold,Los Angeles,Missed,Late,Missed,Late,Late,Late,Upper Middle,Excellent,Low,High,Middle Age,0.0427088794991209,0.6666666666666666,0.332279383662597,1.0,Low
CUST0149,18,15404.0,588.0,0.687047632279925,4,0,91432.0,0.372708002045095,EMP,12,Student,New York,On-time,On-time,On-time,Late,On-time,On-time,Low,Fair,High,High,Young Adult,5.935601142560374,0.6666666666666666,0.5506964843388307,1.0,Low
CUST0150,52,32955.0,302.0,0.4012458844503,0,0,19796.0,0.34432732980064,EMP,7,Business,Houston,Late,On-time,On-time,Late,On-time,Late,Low,Poor,Moderate,Moderate,Middle Age,0.6006979214079806,0.0,0.4354842126536441,1.0,Low
CUST0151,54,53513.0,328.0,0.26111204839886,5,0,95276.0,0.427107164967426,employed,6,Gold,Chicago,On-time,Late,Late,Missed,Late,Missed,Middle,Poor,Low,High,Middle Age,1.7804271859174403,0.8333333333333334,0.6176608639476321,3.0,High
CUST0152,64,189197.0,524.0,0.602568722615875,1,1,6118.0,0.229288399536772,Unemployed,0,Business,Phoenix,On-time,Missed,On-time,Late,On-time,Late,High,Poor,High,Moderate,Senior,0.0323366649576896,0.1666666666666666,0.3978127653866465,0.0,Low
CUST0153,31,97986.0,326.0,0.222410787886692,2,0,34897.0,0.195666515694966,Unemployed,15,Business,Los Angeles,On-time,Late,Missed,On-time,Missed,Missed,Middle,Poor,Low,Low,Adult,0.3561427142653032,0.3333333333333333,0.426034477410566,1.0,Low
CUST0154,20,107658.0,718.0,0.347551707574083,5,0,39006.0,0.1937033343975,Unemployed,5,Student,New York,On-time,Missed,Missed,Late,Late,Missed,Upper Middle,Good,Moderate,Low,Young Adult,0.3623139943153319,0.8333333333333334,0.4036470938262291,1.0,Low
CUST0155,18,116570.0,823.0,0.497976817706217,5,0,36342.0,0.28555315847002,EMP,6,Gold,Chicago,Missed,Missed,Missed,Late,Late,Late,Upper Middle,Excellent,Moderate,Moderate,Young Adult,0.3117611735437934,0.8333333333333334,0.4164885546501198,1.0,Low
CUST0156,22,119185.0,711.0,0.943684284822945,0,0,44454.0,0.205295334215947,employed,11,Student,Phoenix,Late,Missed,On-time,Late,Missed,Missed,Upper Middle,Good,Critical,Moderate,Young Adult,0.3729831774132651,0.0,0.3504267229415411,1.0,Low
CUST0157,43,136465.0,823.0,0.362616848841502,0,0,92381.0,0.314754091186532,Employed,8,Standard,Chicago,On-time,Late,Late,Late,Late,Missed,Upper Middle,Excellent,Moderate,Moderate,Adult,0.6769574616201957,0.0,0.1816154622797358,0.0,Low
CUST0158,72,21801.0,805.0,0.408356696139884,4,1,95267.0,0.307698841972489,retired,10,Standard,Phoenix,On-time,On-time,Late,Late,Missed,Missed,Low,Excellent,Moderate,Moderate,Senior,4.369845419934865,0.6666666666666666,0.3661350966493054,1.0,Low
CUST0159,31,15404.0,316.0,0.646469010884329,0,0,71791.0,0.401857330318604,Self-employed,9,Gold,Houston,Late,On-time,On-time,On-time,Missed,On-time,Low,Poor,High,High,Adult,4.660542716177616,0.0,0.5048088580280059,2.0,Medium
CUST0160,56,54081.0,566.0,0.25234086232479,0,0,43927.0,0.329114430823604,Employed,0,Business,Chicago,On-time,Late,Missed,On-time,Late,On-time,Middle,Poor,Low,Moderate,Middle Age,0.8122445960688597,0.0,0.2744547323780076,0.0,Low
CUST0161,44,74494.0,319.0,0.588561276204183,0,0,48397.0,0.258384814413855,EMP,17,Student,Chicago,On-time,Late,Missed,On-time,On-time,Late,Middle,Poor,High,Moderate,Adult,0.6496764840121352,0.0,0.4531001590181458,1.0,Low
CUST0162,26,89740.0,385.0,0.741185361523317,4,0,96485.0,0.341084920443268,retired,3,Student,Chicago,Late,Missed,Missed,Late,On-time,Late,Middle,Poor,High,Moderate,Young Adult,1.0751615778916872,0.6666666666666666,0.6485978735219493,2.0,Medium
CUST0163,32,116570.0,402.0,0.438581023057779,2,0,26000.0,0.196980598010205,retired,4,Gold,Houston,Missed,Missed,On-time,Late,Late,Late,Upper Middle,Poor,Moderate,Low,Adult,0.2230419490434931,0.3333333333333333,0.4458601022366929,1.0,Low
CUST0164,32,117795.0,670.0,0.705230856279373,2,1,14417.0,0.296185931197568,retired,8,Gold,New York,Missed,Missed,On-time,Missed,On-time,On-time,Upper Middle,Fair,High,Moderate,Adult,0.1223905938282609,0.3333333333333333,0.4155057120207504,0.0,Low
CUST0165,43,97844.0,391.0,0.558289984642361,6,0,45776.0,0.331940123359558,Unemployed,16,Standard,Phoenix,Missed,Late,Late,Missed,Missed,Late,Middle,Poor,High,Moderate,Adult,0.4678467765013695,1.0,0.6811938906368433,2.0,Medium
CUST0166,59,100999.0,457.0,0.353863607239243,6,0,50989.0,0.312931759815012,Self-employed,2,Platinum,Chicago,Missed,Missed,Late,On-time,Late,Missed,Upper Middle,Poor,Moderate,Moderate,Middle Age,0.504846582639432,1.0,0.5953352053999275,2.0,Medium
CUST0167,30,21970.0,328.0,0.460439062820698,0,0,85107.0,0.341506509493598,EMP,15,Gold,Houston,On-time,On-time,Missed,Missed,Late,On-time,Low,Poor,Moderate,Moderate,Young Adult,3.873782430587165,0.0,0.4377591203513012,1.0,Low
CUST0168,68,185883.0,604.0,0.424048532003951,6,0,13761.0,0.23559539842872,EMP,4,Platinum,New York,On-time,Late,Missed,Missed,On-time,Late,High,Fair,Moderate,Moderate,Senior,0.0740304385016381,1.0,0.5267291644263495,1.0,Low
CUST0169,49,53513.0,339.0,0.482472348436704,4,0,26549.0,0.415203140280951,retired,15,Gold,Phoenix,On-time,Late,Missed,On-time,Missed,Late,Middle,Poor,Moderate,High,Middle Age,0.496122437538542,0.6666666666666666,0.6233582661188077,3.0,High
CUST0170,56,150230.0,766.0,0.530543579843965,2,0,5539.0,0.48221689493957,EMP,2,Business,Houston,On-time,Missed,On-time,On-time,Late,On-time,High,Very Good,High,High,Middle Age,0.0368701324635558,0.3333333333333333,0.3747052702110353,1.0,Low
CUST0171,66,38959.0,310.0,0.617639986994371,5,1,67460.0,0.13973238551414,Self-employed,19,Business,Phoenix,Missed,Late,Late,Missed,Late,On-time,Low,Poor,High,Low,Senior,1.731563951846813,0.8333333333333334,0.6431309719150066,2.0,Medium
CUST0172,69,172504.0,677.0,0.601733649917427,2,0,98999.0,0.178440200404575,Self-employed,14,Standard,Chicago,Missed,On-time,On-time,Missed,On-time,Late,High,Good,High,Low,Senior,0.5738939386912767,0.3333333333333333,0.3570131595501974,0.0,Low
CUST0173,49,101188.0,818.0,0.05,2,0,74403.0,0.304308300802438,employed,2,Standard,New York,On-time,On-time,Missed,On-time,On-time,Late,Upper Middle,Excellent,Low,Moderate,Middle Age,0.7352946989761632,0.3333333333333333,0.1864558630793973,0.0,Low
CUST0174,21,47217.0,383.0,0.480538362245594,4,1,31316.0,0.274344901944712,employed,19,Platinum,Houston,On-time,Late,On-time,Missed,Missed,Missed,Low,Poor,Moderate,Moderate,Young Adult,0.6632356990067136,0.6666666666666666,0.5676602099869704,2.0,Medium
CUST0175,47,72458.0,407.0,0.198115617318647,6,0,37445.0,0.489641240577278,Employed,13,Gold,New York,Late,Missed,Missed,Late,Late,Late,Middle,Poor,Low,High,Middle Age,0.5167821358580142,1.0,0.6233028508376176,3.0,High
CUST0176,54,76476.0,788.0,0.444854549506534,5,0,69963.0,0.321978432342446,Self-employed,15,Student,Chicago,On-time,Missed,Late,Missed,Missed,Late,Middle,Very Good,Moderate,Moderate,Middle Age,0.9148360269888592,0.8333333333333334,0.4282233969773965,1.0,Low
CUST0177,40,159356.0,339.0,0.475242082437816,4,0,68636.0,0.439254525372595,Self-employed,16,Standard,New York,Late,On-time,Missed,On-time,Missed,Late,High,Poor,Moderate,High,Adult,0.4307086021235473,0.6666666666666666,0.6275635458919967,3.0,High
CUST0178,56,165580.0,447.0,0.695229671616941,0,0,45776.0,0.1,Self-employed,19,Student,New York,Late,Late,Late,Late,On-time,On-time,High,Poor,High,Low,Middle Age,0.2764585094818215,0.0,0.3819892360860534,1.0,Low
CUST0179,62,108610.0,446.0,0.49397690657998,3,0,11061.0,0.381416948333235,employed,17,Student,Los Angeles,Late,Late,Missed,Late,On-time,Missed,Upper Middle,Poor,Moderate,High,Senior,0.1018414510634379,0.5,0.5274848273646674,1.0,Low
CUST0180,32,182280.0,467.0,0.551843603668652,2,0,74433.0,0.228448318074167,retired,17,Gold,New York,Late,Late,On-time,Late,Missed,Missed,High,Poor,High,Moderate,Adult,0.4083443054641211,0.3333333333333333,0.4524972228599471,1.0,Low
CUST0181,60,127816.0,638.0,0.658611276131485,3,0,50183.0,0.226845743038034,retired,13,Platinum,Phoenix,On-time,Missed,Late,Missed,On-time,Late,Upper Middle,Fair,High,Moderate,Middle Age,0.3926190774237967,0.5,0.4427278911560161,0.0,Low
CUST0182,46,149415.0,605.0,0.74555045196386,4,0,30549.0,0.275164197358787,EMP,17,Gold,Houston,Late,Late,On-time,Missed,Missed,On-time,Upper Middle,Fair,High,Moderate,Middle Age,0.2044573837968075,0.6666666666666666,0.5332089653609647,1.0,Low
CUST0183,53,120616.0,469.0,0.475397215328617,4,0,69666.0,0.15754163602689,retired,14,Standard,Los Angeles,Late,Missed,Late,Missed,On-time,Missed,Upper Middle,Poor,Moderate,Low,Middle Age,0.5775850633415136,0.6666666666666666,0.4980831976873616,2.0,Medium
CUST0184,30,199943.0,429.0,0.518835888336081,4,0,10951.0,0.344278552532185,Unemployed,14,Student,Houston,Late,Late,Late,Missed,Late,Missed,High,Poor,High,Moderate,Young Adult,0.0547706096237427,0.6666666666666666,0.5738089132473695,2.0,Medium
CUST0185,49,178551.0,811.0,0.50200466044845,3,0,47721.0,0.319071496671679,employed,5,Gold,Houston,On-time,Late,On-time,Missed,Late,Late,High,Excellent,High,Moderate,Middle Age,0.2672681754792748,0.5,0.3479963120073049,0.0,Low
CUST0186,24,68932.0,792.0,0.391480207113784,4,0,84521.0,0.326619224818727,Self-employed,14,Gold,Chicago,On-time,On-time,Missed,Late,Late,On-time,Middle,Very Good,Moderate,Moderate,Young Adult,1.226150409098822,0.6666666666666666,0.3725551610134308,1.0,Low
CUST0187,68,23702.0,401.0,0.346176955311522,0,0,31198.0,0.38870310221329,retired,17,Gold,Chicago,Late,Late,Missed,On-time,On-time,On-time,Low,Poor,Moderate,High,Senior,1.3162602312041178,0.0,0.3878109234721121,1.0,Low
CUST0188,39,107658.0,826.0,0.05,4,1,7796.0,0.451478204619415,employed,3,Standard,Los Angeles,Missed,On-time,Late,On-time,On-time,Late,Upper Middle,Excellent,Low,High,Adult,0.0724144977614297,0.6666666666666666,0.3029453087306113,2.0,Medium
CUST0189,45,67528.0,526.0,0.284667813095134,1,0,64950.0,0.263628895091245,retired,7,Platinum,Chicago,On-time,On-time,On-time,Late,Missed,Late,Middle,Poor,Low,Moderate,Adult,0.9618232436915056,0.1666666666666666,0.3260135709859887,0.0,Low
CUST0190,19,162851.0,523.0,0.144273833358039,6,0,44437.0,0.347735063973647,Employed,14,Gold,Chicago,Missed,On-time,On-time,Late,On-time,Late,High,Poor,Low,Moderate,Young Adult,0.2728690643594451,1.0,0.5216385879692851,1.0,Low
CUST0191,59,183513.0,800.0,0.75103969689065,3,1,49016.0,0.329298820833497,Self-employed,2,Standard,Chicago,Missed,On-time,Late,Late,Late,On-time,High,Very Good,Critical,Moderate,Middle Age,0.2670982437211532,0.5,0.4178119021583094,0.0,Low
CUST0192,62,42192.0,301.0,0.537683201659485,1,0,45776.0,0.337761450632894,Employed,14,Student,Houston,Missed,Missed,Late,Missed,On-time,Late,Low,Poor,High,Moderate,Senior,1.0849450132726584,0.1666666666666666,0.5100732842852159,1.0,Low
CUST0193,74,32019.0,475.0,0.474812205410633,4,0,22835.0,0.339259766446598,Self-employed,12,Business,Los Angeles,On-time,On-time,On-time,On-time,Missed,Missed,Low,Poor,Moderate,Moderate,Senior,0.7131703051313283,0.6666666666666666,0.5406392050855199,2.0,Medium
CUST0194,70,67638.0,612.0,0.356502962783783,0,0,34897.0,0.459050334456483,employed,8,Standard,Houston,Missed,Late,Missed,Missed,Missed,Missed,Middle,Fair,Moderate,High,Senior,0.5159377864514031,0.0,0.3120701424918847,1.0,Low
CUST0195,23,198401.0,820.0,0.505955852646924,2,1,42556.0,0.25403231315107,EMP,1,Business,Phoenix,Missed,Missed,Missed,Late,On-time,Late,High,Excellent,High,Moderate,Young Adult,0.214494886618515,0.3333333333333333,0.2869667384191955,0.0,Low
CUST0196,45,153429.0,836.0,0.330404024468933,5,0,45776.0,0.147426409679631,retired,7,Gold,Houston,Late,On-time,Missed,Late,Late,Missed,High,Excellent,Moderate,Low,Adult,0.2983529841164317,0.8333333333333334,0.3341545782341107,1.0,Low
CUST0197,45,141020.0,670.0,0.53480371132412,6,0,39259.0,0.230212623138411,retired,19,Gold,Phoenix,On-time,Late,On-time,Missed,Late,Missed,Upper Middle,Fair,High,Moderate,Adult,0.278393135725429,1.0,0.5230722654338146,1.0,Low
CUST0198,61,59238.0,847.0,0.54914679658427,5,1,22835.0,0.37572669335354,Unemployed,16,Standard,New York,On-time,Missed,Missed,On-time,On-time,On-time,Middle,Excellent,High,High,Senior,0.3854789155609575,0.8333333333333334,0.4409153421814221,1.0,Low
CUST0199,61,88847.0,751.0,0.327723259528651,4,0,72809.0,0.302332950864717,Employed,12,Business,New York,Missed,Late,Late,On-time,Missed,Missed,Middle,Very Good,Moderate,Moderate,Senior,0.8194874334530148,0.6666666666666666,0.3691807192650087,1.0,Low
CUST0200,37,69098.0,648.0,0.323907607035518,6,0,85014.0,0.2532400659505,retired,0,Gold,Phoenix,Late,Late,Missed,On-time,On-time,Late,Middle,Fair,Moderate,Moderate,Adult,1.2303395177863323,1.0,0.4861051000646863,1.0,Low
CUST0201,47,62295.0,383.0,0.692439870919023,6,0,49016.0,0.192350273159035,employed,1,Student,Phoenix,On-time,Late,Late,Late,Missed,On-time,Middle,Poor,High,Low,Middle Age,0.7868368247852958,1.0,0.6834702632922418,2.0,Medium
CUST0202,28,164143.0,310.0,0.489428009141739,0,0,95376.0,0.322128612173053,EMP,14,Platinum,Houston,Missed,Missed,Missed,Missed,On-time,Missed,High,Poor,Moderate,Moderate,Young Adult,0.5810543245828332,0.0,0.4483437007832435,1.0,Low
CUST0203,72,143778.0,352.0,0.343795914147021,6,0,10778.0,0.36445062752738,employed,11,Platinum,Phoenix,Missed,On-time,Late,Late,Missed,Late,Upper Middle,Poor,Moderate,High,Senior,0.0749627898565844,1.0,0.6534252717822366,2.0,Medium
CUST0204,45,154487.0,725.0,0.425898739662096,3,0,95930.0,0.330587205509602,Employed,13,Gold,Los Angeles,Missed,Late,Late,Missed,Missed,Missed,High,Good,Moderate,Moderate,Adult,0.6209583977939891,0.5,0.3709396681111063,0.0,Low
CUST0205,42,107658.0,836.0,0.297881182658678,1,0,27697.0,0.274666966884505,Unemployed,1,Business,New York,Late,Missed,On-time,Late,Late,On-time,Upper Middle,Excellent,Low,Moderate,Adult,0.2572683869289788,0.1666666666666666,0.1911673404160987,0.0,Low
CUST0206,56,166456.0,522.0,0.486563283867616,1,1,33772.0,0.314664128429746,retired,17,Gold,New York,On-time,On-time,Missed,Late,Missed,On-time,High,Poor,Moderate,Moderate,Middle Age,0.2028884510020666,0.1666666666666666,0.3910644288319163,0.0,Low
CUST0207,50,36447.0,610.0,0.666325661532893,1,0,42637.0,0.314084296655741,employed,6,Business,Phoenix,On-time,Missed,Missed,Late,Late,Late,Low,Fair,High,Moderate,Middle Age,1.169835651768321,0.1666666666666666,0.3958600653047343,0.0,Low
CUST0208,18,165159.0,679.0,0.494465866481147,3,0,3081.0,0.318969693121766,Self-employed,5,Student,Chicago,Missed,Missed,On-time,On-time,Late,On-time,High,Good,Moderate,Moderate,Young Adult,0.0186547508764281,0.5,0.406086162628001,0.0,Low
